Player_id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
100,Toby Collyer,eng ENG,MF,Manchester United,eng Premier League,20.0,2004.0,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.0,0.22,0,5,2,1,0,0.0,0.5,0.0,0.0,0.0,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,76,92,82.6,1127,121,0,0.3,0.4,-0.3,2,3,1,0,5,88,4,1,0,0,0,2,0,0,0,0,76,12,9,6,6,0,6,83.3,1,2,1,1,2,14,3,0,5,2.5,4,0,0,1,0,0,0,0.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2,0,0,0,2,4,0,0,2,9,0,0,0,17,3,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21.0,2003.0,35,35,3149,35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,0.09,0.09,14,131,12,17,4,23.5,0.49,0.11,0.12,0.5,9.5,0,0,0,1.9,1.9,0.11,0.1,0.1,2338,2619,89.3,42476,14955,1,1.1,1.2,-0.1,14,148,7,3,131,2418,197,91,3,7,13,7,0,0,0,0,2338,47,34,25,19,3,27,66.7,9,37,25,12,33,80,118,4,38,1.09,34,2,0,1,0,1,3,0.09,2904,383,1363,1417,140,36,2904,12,6,50.0,5,41.7,1621,7389,4028,14,12,1,14,8,2092,12,9,0,0,45,21,5,13,33,34,0,1,0,121,82,53,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27.0,1997.0,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,0.12,0.15,33,158,52,14,4,28.6,0.42,0.12,0.07,0.25,23.4,1,0,0,0.9,0.9,0.07,0.1,0.1,1224,1585,77.2,21139,7153,3,4.1,3.8,-1.1,48,157,26,11,158,1358,225,71,3,2,132,73,77,65,3,0,1224,81,42,41,36,4,67,55.2,30,30,11,19,41,122,70,0,89,2.69,69,18,0,2,0,0,5,0.15,1900,87,440,1010,470,20,1900,20,13,65.0,7,35.0,825,4125,2159,33,29,4,31,18,965,52,8,1,0,49,10,3,132,41,42,0,1,0,187,41,34,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,27.0,1996.0,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.2,1,0,5,1,0,0.0,1.25,0.0,0.0,0.0,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,17,22,77.3,262,37,0,0.0,0.0,0.0,0,0,0,0,0,20,2,0,0,0,3,0,2,2,0,0,17,5,5,1,4,0,4,0.0,4,0,0,0,0,5,2,0,0,0.0,0,0,0,0,0,0,0,0.0,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Vladimír Coufal,cz CZE,DF,West Ham United,eng Premier League,31.0,1992.0,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,0.0,0.08,26,39,33,7,2,28.6,0.59,0.17,0.0,0.0,15.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,470,598,78.6,7419,2842,0,0.7,1.0,-0.7,8,44,13,8,39,490,106,11,0,0,28,95,0,0,0,0,470,22,15,13,7,2,22,45.5,12,13,11,2,8,30,39,1,18,1.52,14,4,0,0,0,0,1,0.08,736,61,262,318,159,14,736,15,5,33.3,7,46.7,298,1754,888,26,10,2,12,8,400,33,5,0,0,22,16,0,28,8,15,0,0,1,39,23,16,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Woyo Coulibaly,ml MLI,DF,Leicester City,eng Premier League,25.0,1999.0,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.04,4,3,2,2,1,50.0,1.65,0.83,0.0,0.0,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0,48,57,84.2,797,314,0,0.0,0.0,0.0,0,3,0,0,3,44,13,0,0,0,0,13,0,0,0,0,48,6,4,4,2,0,2,100.0,0,3,1,2,5,11,1,0,0,0.0,0,0,0,0,0,0,0,0.0,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,4,2,1,4,0,36,2,1,0,0,2,1,0,0,5,4,0,0,0,14,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Aaron Cresswell,eng ENG,DF,West Ham United,eng Premier League,34.0,1989.0,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,0.0,0.17,6,36,4,5,0,0.0,0.55,0.0,0.0,0.0,23.8,2,0,0,0.2,0.2,0.05,-0.2,-0.2,504,610,82.6,9299,3625,0,1.3,1.9,-1.3,9,52,5,2,36,511,98,33,1,5,36,52,13,11,2,0,504,11,7,5,5,1,11,81.8,2,9,4,5,8,19,37,0,15,1.64,7,8,0,0,0,0,0,0.0,687,45,270,328,94,2,687,2,1,50.0,1,50.0,291,1102,526,6,8,0,4,0,437,4,3,0,0,4,2,0,36,8,7,0,0,0,36,7,7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26.0,1998.0,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,0.18,0.15,35,118,117,24,11,45.8,0.72,0.33,0.21,0.45,16.1,0,0,0,2.8,2.8,0.12,2.2,2.2,1680,1916,87.7,26450,7598,1,2.1,2.4,-1.1,19,121,12,3,118,1634,275,28,2,1,31,245,2,0,0,0,1680,67,45,31,31,5,61,52.5,29,49,16,33,28,95,95,3,51,1.54,44,4,0,2,1,0,5,0.15,2244,119,677,1045,532,75,2244,15,4,26.7,9,60.0,944,4027,2336,35,22,2,28,7,1385,117,10,1,1,37,38,3,31,28,45,0,0,0,130,32,57,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24.0,1999.0,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0,10,0,1,0,0.0,0.26,0.0,0.0,0.0,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0,145,173,83.8,2483,858,0,0.0,0.0,0.0,0,7,0,0,10,160,13,4,0,0,1,2,0,0,0,0,145,6,2,5,1,0,8,37.5,5,4,4,0,2,8,26,0,1,0.26,1,0,0,0,0,0,0,0.0,214,38,134,74,7,1,214,2,2,100.0,0,0.0,89,302,140,0,1,0,2,0,133,0,0,0,0,2,2,0,1,2,2,0,0,0,10,6,3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Matheus Cunha,br BRA,"MF,FW",Wolverhampton Wanderers,eng Premier League,25.0,1999.0,33,29,2597,28.9,15,6,21,15,0,0,4,0,8.6,8.6,7.7,16.4,0.73,0.57,112,144,161,110,44,40.0,3.81,1.52,0.14,0.34,20.5,12,0,0,8.6,8.6,0.08,6.4,6.4,811,1133,71.6,12850,4384,6,7.7,5.3,-1.7,56,92,58,10,144,938,185,52,14,15,142,32,73,40,23,3,811,38,22,17,16,5,39,33.3,26,21,1,20,17,55,23,0,132,4.57,75,14,19,9,12,3,16,0.55,1561,23,181,695,733,133,1560,137,61,44.5,61,44.5,904,6724,3336,112,95,41,80,55,1056,161,4,0,0,42,71,8,142,17,22,0,1,0,125,13,29,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,25.0,1998.0,23,6,736,8.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,0.12,0.16,11,8,36,15,4,26.7,1.83,0.49,0.07,0.25,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,106,147,72.1,1475,257,0,0.1,0.1,-0.1,1,6,1,0,8,138,9,0,2,0,3,6,0,0,0,0,106,19,10,6,9,4,18,38.9,11,7,1,6,1,20,12,0,10,1.23,7,0,2,1,0,0,1,0.12,252,11,46,114,97,29,252,15,2,13.3,10,66.7,141,714,321,11,7,6,20,12,167,36,0,0,0,15,19,3,3,1,10,0,0,0,18,10,28,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Diogo Dalot,pt POR,DF,Manchester United,eng Premier League,25.0,1999.0,33,31,2814,31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,0.1,0.13,62,103,168,25,5,20.0,0.8,0.16,0.0,0.0,16.1,0,0,0,2.0,2.0,0.08,-2.0,-2.0,1347,1673,80.5,21723,6617,3,2.0,2.5,1.0,26,61,25,8,103,1426,242,13,4,8,66,229,0,0,0,0,1347,68,40,40,22,6,52,65.4,18,22,9,13,37,105,72,0,74,2.37,57,5,7,4,0,1,5,0.16,1983,113,661,773,566,68,1983,53,27,50.9,22,41.5,1126,4953,2699,62,37,16,38,21,1200,168,5,0,0,40,9,4,66,37,40,0,1,0,167,38,21,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24.0,2000.0,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,0.37,0.35,73,234,137,35,7,20.0,1.08,0.22,0.06,0.29,17.6,3,0,0,2.8,2.8,0.08,-0.8,-0.8,1107,1529,72.4,19063,7512,10,8.4,7.0,1.6,63,167,73,17,234,1368,153,33,27,5,144,9,60,53,0,0,1107,83,44,27,29,27,81,38.3,50,40,3,37,27,110,31,2,120,3.71,92,14,6,2,1,5,21,0.65,1883,36,331,863,713,76,1883,97,50,51.5,36,37.1,1076,5883,3075,73,54,9,63,47,1239,137,2,0,0,18,27,6,144,27,44,0,0,0,179,12,27,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Danilo,br BRA,"MF,FW",Nottingham Forest,eng Premier League,23.0,2001.0,8,5,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,94,121,77.7,1541,549,0,0.0,0.0,0.0,0,13,0,0,11,119,1,0,0,0,3,0,1,1,0,0,94,8,4,7,1,0,6,50.0,3,2,1,1,4,12,3,0,7,2.31,7,0,0,0,0,0,2,0.66,150,8,54,85,13,0,150,6,3,50.0,3,50.0,54,237,61,2,0,0,6,0,87,1,0,0,0,2,0,0,3,4,4,0,0,0,19,1,2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,18.0,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,2,0,2,0,0,0.0,0,0.0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Kevin Danso,at AUT,DF,Tottenham Hotspur,eng Premier League,25.0,1998.0,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.0,0.05,11,19,1,7,3,42.9,0.75,0.32,0.0,0.0,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,480,555,86.5,9082,2716,0,0.1,0.1,-0.1,2,22,2,1,19,534,21,17,0,2,1,0,0,0,0,0,480,7,5,4,3,0,11,54.5,5,15,14,1,6,13,71,1,9,0.96,8,0,0,1,0,0,2,0.21,676,108,394,257,29,8,676,3,2,66.7,1,33.3,448,2428,1195,11,5,1,8,3,475,1,0,0,0,9,13,0,1,6,5,0,0,0,27,21,12,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,31.0,1993.0,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,0.0,0.03,14,52,6,5,1,20.0,0.34,0.07,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,896,1023,87.6,16735,6614,0,0.2,0.5,-0.2,2,47,2,0,52,925,95,26,1,5,4,5,0,0,0,0,896,17,11,8,8,1,17,52.9,8,28,19,9,12,29,81,1,8,0.54,7,0,0,0,0,1,0,0.0,1186,215,643,495,48,13,1186,1,1,100.0,0,0.0,664,3255,1824,14,10,0,5,0,781,6,5,0,0,17,7,0,4,12,11,0,0,0,41,52,44,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24.0,2000.0,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,0.1,0.19,52,59,137,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0,919,1284,71.6,15858,6353,2,4.9,4.7,-2.9,61,33,28,12,59,970,307,61,3,5,161,166,80,56,13,0,919,46,27,33,9,4,48,62.5,18,25,8,17,25,71,77,3,93,3.05,46,39,3,3,1,1,4,0.13,1562,117,534,520,527,42,1562,38,13,34.2,18,47.4,708,3804,2073,52,31,11,37,16,835,137,5,1,0,27,31,5,161,25,27,0,2,0,113,34,23,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Craig Dawson,eng ENG,DF,Wolverhampton Wanderers,eng Premier League,34.0,1990.0,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0.0,0.05,6,20,5,5,1,20.0,0.46,0.09,0.0,0.0,8.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,484,559,86.6,9745,3180,0,0.0,0.1,0.0,2,22,1,0,20,528,30,20,1,11,0,0,0,0,0,0,484,15,3,8,6,1,15,80.0,3,16,11,5,9,24,52,1,7,0.65,6,0,0,1,0,0,2,0.19,671,130,396,249,28,14,671,5,1,20.0,2,40.0,390,1819,938,6,1,0,2,0,443,5,2,0,0,6,5,2,0,9,3,0,0,2,35,21,11,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33.0,1991.0,28,19,1702,18.9,4,7,11,4,0,0,2,0,5.1,5.1,8.0,13.1,0.58,0.69,51,157,150,57,15,26.3,3.01,0.79,0.07,0.27,21.4,8,0,0,5.1,5.1,0.09,-1.1,-1.1,908,1196,75.9,15487,4454,7,8.0,6.7,-1.0,57,88,59,13,157,1031,160,32,15,10,145,18,94,33,20,2,908,17,9,7,5,5,23,21.7,18,8,0,8,7,24,10,1,113,5.97,73,26,3,6,3,2,11,0.58,1368,10,75,455,850,79,1368,34,13,38.2,17,50.0,812,4001,2076,51,51,20,26,28,1021,150,2,0,0,17,18,5,145,7,9,0,0,0,64,5,16,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31.0,1993.0,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,0.36,0.24,14,15,48,7,3,42.9,0.85,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,0.2,0.2,145,206,70.4,1883,587,2,1.2,0.2,0.8,6,9,5,0,15,198,8,1,0,0,15,6,0,0,0,0,145,9,4,3,6,0,14,28.6,10,6,1,5,0,9,10,0,13,1.57,8,0,0,3,2,0,3,0.36,272,15,49,114,109,16,272,10,0,0.0,8,80.0,174,816,389,14,5,6,11,10,188,48,2,0,0,9,9,4,15,0,4,1,0,0,29,6,14,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21.0,2003.0,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,0.42,0.39,61,30,110,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2,219,357,61.3,3011,657,2,1.9,1.4,0.1,21,17,6,0,30,350,5,0,8,1,5,2,0,0,0,0,219,11,8,3,3,5,15,13.3,13,8,0,8,2,13,28,0,62,2.15,28,0,12,7,13,2,7,0.24,682,29,78,291,335,92,680,86,40,46.5,37,43.0,445,3283,1586,61,46,30,104,60,537,110,12,0,0,72,51,14,5,2,8,2,0,0,68,55,74,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22.0,2001.0,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,0.0,0.1,12,79,28,20,6,30.0,0.7,0.21,0.0,0.0,10.5,0,0,0,2.0,2.0,0.1,-2.0,-2.0,1092,1278,85.4,19151,6135,0,0.8,0.5,-0.8,6,64,3,1,79,1177,100,18,0,2,7,61,0,0,0,0,1092,39,24,25,10,4,29,65.5,10,52,38,14,21,60,134,3,22,0.77,19,0,0,2,1,0,2,0.07,1605,282,819,621,169,48,1605,7,4,57.1,3,42.9,737,3762,1974,12,10,1,15,7,917,28,3,0,0,23,5,1,7,21,24,1,0,0,97,94,77,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20.0,2003.0,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,0.36,0.25,5,21,13,10,6,60.0,1.78,1.07,0.1,0.17,21.1,1,0,0,0.8,0.8,0.08,0.2,0.2,148,205,72.2,2433,730,1,0.6,0.4,0.4,7,22,4,1,21,184,19,7,1,1,17,0,9,4,4,0,148,17,12,7,9,1,19,42.1,11,6,1,5,0,17,11,0,15,2.66,12,2,0,1,0,0,1,0.18,279,8,53,149,83,8,279,4,2,50.0,2,50.0,134,701,333,5,5,1,17,3,167,13,1,0,0,8,0,1,17,0,12,0,0,0,27,2,13,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25.0,1998.0,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,0.34,0.44,5,14,11,1,0,0.0,0.34,0.0,0.0,0.0,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,127,152,83.6,1898,319,1,1.1,0.2,-0.1,3,12,3,0,14,147,4,1,0,1,2,0,2,0,0,1,127,8,5,1,1,6,6,66.7,2,2,0,2,2,10,9,1,5,1.7,5,0,0,0,0,0,1,0.34,184,5,30,96,58,6,184,4,2,50.0,2,50.0,95,483,221,5,1,0,1,3,138,11,0,0,0,4,6,0,2,2,5,0,0,0,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Amad Diallo,ci CIV,"MF,FW",Manchester United,eng Premier League,22.0,2002.0,26,20,1901,21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,0.66,0.45,109,60,200,47,17,36.2,2.23,0.8,0.17,0.47,17.5,0,0,0,4.7,4.7,0.1,3.3,3.3,795,949,83.8,11030,2193,6,4.9,4.2,1.1,49,27,35,7,60,859,86,5,3,1,42,49,32,23,1,1,795,38,31,9,20,9,32,59.4,13,15,2,13,11,49,19,1,97,4.59,65,9,10,3,6,4,18,0.85,1207,16,175,443,607,131,1207,88,41,46.6,43,48.9,782,5295,2750,109,53,66,42,35,854,200,5,0,0,21,28,9,42,11,31,2,0,0,109,10,15,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
