Player_id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Max Aarons,eng ENG,DF,Bournemouth,eng Premier League,24.0,2000.0,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,63,79.4,887,361,0,0.0,0.0,0.0,0,8,0,0,8,51,12,2,0,0,2,10,0,0,0,0,50,2,2,1,1,0,1,100.0,0,3,1,2,1,3,0,0,2,2.09,2,0,0,0,0,0,0,0.0,73,2,19,40,15,0,73,2,0,0.0,1,50.0,41,152,68,1,0,0,1,0,40,3,0,0,0,0,2,0,2,1,2,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,18.0,2006.0,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.12,0,8,0,2,0,0.0,1.06,0.0,0.0,0.0,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,104,124,83.9,2025,705,0,0.0,0.0,0.0,0,6,0,0,8,121,3,2,0,0,0,1,0,0,0,0,104,2,1,2,0,0,2,100.0,0,1,0,1,1,3,2,0,2,1.06,2,0,0,0,0,0,0,0.0,137,7,48,81,8,3,137,2,1,50.0,0,0.0,106,709,409,0,2,0,2,0,111,0,1,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,25.0,1999.0,28,21,1965,21.8,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.6,0.14,0.12,14,76,10,9,2,22.2,0.41,0.09,0.0,0.0,16.9,0,0,0,1.6,1.6,0.18,-1.6,-1.6,902,1069,84.4,14322,3525,3,1.0,0.8,2.0,18,67,4,1,76,1025,38,34,2,1,3,4,0,0,0,0,902,83,50,26,49,8,72,54.2,33,33,10,23,32,115,42,0,41,1.88,35,0,0,1,1,4,4,0.18,1337,62,349,779,224,18,1337,18,4,22.2,10,55.6,663,3337,1447,14,22,1,28,12,757,10,7,0,0,45,21,0,3,32,50,0,1,0,114,31,18,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,26.0,1997.0,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.9,0.9,0.2,1.2,0.13,0.07,5,42,1,13,2,15.4,0.83,0.13,0.08,0.5,12.5,0,0,0,0.9,0.9,0.07,0.1,0.1,1079,1184,91.1,19805,7144,1,0.2,0.2,0.8,1,62,1,0,42,1142,39,23,2,3,0,4,0,0,0,0,1079,17,13,11,6,0,12,66.7,4,9,7,2,11,28,80,0,15,0.96,8,0,0,6,0,1,1,0.06,1330,175,630,674,27,14,1330,6,4,66.7,1,16.7,777,3207,1809,5,2,0,4,0,1000,1,4,0,0,8,9,1,0,11,13,0,0,0,41,42,28,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,22.0,2002.0,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,0.33,0.4,50,18,136,33,8,24.2,2.71,0.66,0.06,0.25,17.0,0,0,0,2.5,2.5,0.07,-0.5,-0.5,290,382,75.9,4148,820,2,2.5,2.8,-0.5,16,5,17,6,18,372,9,0,2,0,41,8,1,0,0,0,290,23,14,10,8,5,26,38.5,16,12,0,12,8,31,6,2,47,3.86,33,0,6,8,0,0,7,0.57,548,10,66,174,315,76,548,50,21,42.0,27,54.0,366,2514,1300,50,21,27,39,12,388,136,0,0,0,13,4,4,41,8,14,0,0,0,47,7,4,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Emmanuel Agbadou,ci CIV,DF,Wolverhampton Wanderers,eng Premier League,27.0,1997.0,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,0.06,0.07,6,31,2,7,2,28.6,0.45,0.13,0.14,0.5,27.6,1,0,0,0.8,0.8,0.12,0.2,0.2,855,1001,85.4,17344,6203,0,0.2,0.3,-0.2,4,40,1,0,31,955,43,28,1,11,2,0,0,0,0,0,855,30,19,21,9,0,20,65.0,7,19,13,6,12,42,90,0,17,1.09,15,2,0,0,0,0,3,0.19,1172,190,649,504,28,7,1172,13,10,76.9,2,15.4,758,3670,1752,6,4,0,6,4,796,2,3,0,0,7,4,1,2,12,19,0,0,0,83,26,20,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.79,2,0,1,1,0,0.0,15.0,0.0,0.0,0.0,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2,3,66.7,32,0,0,0.0,0.0,0.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,0.0,0,0,0,0,0,2,0,0,1,15.0,1,0,0,0,0,0,0,0.0,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,27.0,1996.0,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,0.09,0.06,67,107,67,11,2,18.2,0.33,0.06,0.18,1.0,26.1,0,0,0,0.6,0.6,0.06,1.4,1.4,994,1352,73.5,15371,6297,1,1.4,2.2,-0.4,16,85,23,11,107,1071,279,15,0,4,59,264,0,0,0,0,994,55,42,39,15,1,64,56.3,28,34,12,22,33,88,115,4,62,1.86,49,5,3,1,3,1,4,0.12,1708,156,613,717,409,22,1708,72,33,45.8,27,37.5,749,4798,2787,67,46,10,44,22,822,67,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Rayan Aït-Nouri,dz ALG,DF,Wolverhampton Wanderers,eng Premier League,23.0,2001.0,37,37,3109,34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,0.32,0.24,89,108,176,36,10,27.8,1.04,0.29,0.11,0.4,14.9,0,0,0,2.7,2.7,0.08,1.3,1.3,1449,1721,84.2,19837,5926,7,5.5,4.0,1.5,46,77,30,10,108,1397,320,44,3,4,94,246,30,24,1,0,1449,89,57,52,28,9,70,61.4,27,42,6,36,26,115,75,2,91,2.63,56,15,8,7,4,1,12,0.35,2148,96,577,916,685,96,2148,137,63,46.0,56,40.9,1129,6166,3205,89,62,28,52,47,1321,176,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,0.0,0.14,27,56,44,9,3,33.3,0.56,0.19,0.0,0.0,9.5,0,0,0,1.0,1.0,0.11,-1.0,-1.0,504,644,78.3,7868,2831,0,1.2,0.5,-1.2,8,44,7,4,56,570,73,2,0,3,14,71,0,0,0,0,504,26,18,14,11,1,27,51.9,13,17,4,13,12,38,50,0,18,1.13,15,0,1,2,0,0,2,0.13,795,53,265,368,168,38,795,16,7,43.8,8,50.0,387,2098,1180,27,11,2,15,12,491,44,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,26,23,2014,22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,0.0,0.09,46,158,7,15,2,13.3,0.67,0.09,0.0,0.0,14.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6,1632,1744,93.6,27046,7578,0,0.4,1.3,-0.4,9,177,11,2,158,1707,36,18,4,10,11,10,0,0,0,0,1632,19,12,12,4,3,17,64.7,6,11,8,3,9,28,64,3,37,1.65,37,0,0,0,0,0,3,0.13,1881,119,559,920,405,19,1881,2,2,100.0,0,0.0,1254,6953,4234,46,64,0,5,5,1483,7,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,1995.0,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.03,12,50,2,3,0,0.0,0.4,0.0,0.0,0.0,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,509,542,93.9,8321,2950,0,0.0,0.2,0.0,1,42,1,0,50,514,26,13,0,0,1,7,0,0,0,0,509,9,7,7,2,0,6,66.7,2,7,2,5,3,12,22,1,8,1.06,8,0,0,0,0,0,0,0.0,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,1.48,4,6,1,1,1,100.0,9.0,9.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,13,13,100.0,221,66,0,0.1,0.0,-0.1,1,4,1,1,6,11,2,0,0,0,1,1,1,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,9.0,1,0,0,0,0,0,0,0.0,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2002.0,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,0.59,0.4,19,42,21,26,11,42.3,3.06,1.3,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,0.3,0.3,224,278,80.6,3963,1007,3,1.6,0.7,1.4,13,20,18,3,42,265,12,2,1,2,11,6,3,2,1,0,224,11,5,5,3,3,11,27.3,8,9,2,7,5,16,10,0,33,3.89,24,2,3,3,1,0,6,0.71,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,1998.0,33,28,2365,26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,0.34,0.35,51,232,94,45,8,17.8,1.71,0.3,0.07,0.38,23.6,3,0,0,1.9,1.9,0.04,1.1,1.1,1448,1971,73.5,27901,11363,6,7.3,7.4,-1.3,52,207,65,20,232,1651,310,63,12,32,153,192,55,34,12,1,1448,72,50,44,19,9,105,46.7,56,26,9,17,31,103,55,4,98,3.73,74,15,5,4,0,0,10,0.38,2252,88,593,1013,660,44,2252,37,17,45.9,17,45.9,1183,5353,2860,51,36,9,19,15,1436,94,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Miguel Almirón,py PAR,FW,Newcastle United,eng Premier League,30.0,1994.0,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.0,0.45,3,6,18,6,2,33.3,3.44,1.15,0.0,0.0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,54,66,81.8,707,219,0,0.3,0.2,-0.3,3,3,1,0,6,64,1,0,1,0,0,1,0,0,0,0,54,3,2,2,0,1,3,66.7,1,2,0,2,0,3,0,0,8,4.59,6,0,1,1,0,0,0,0.0,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Olabade Aluko,Unknown,DF,Leicester City,eng Premier League,0.0,0.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,5,60.0,39,0,0,0.0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,0,0,6,1,0,6,1,0,0.0,1,100.0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Edson Álvarez,mx MEX,MF,West Ham United,eng Premier League,26.0,1997.0,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,0.05,0.06,24,85,18,12,1,8.3,0.61,0.05,0.0,0.0,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,861,1003,85.8,14393,4200,1,0.8,0.9,0.2,12,92,12,3,85,980,16,12,3,12,6,3,0,0,0,0,861,50,27,27,15,8,35,48.6,18,23,8,15,18,68,46,1,28,1.42,24,0,2,1,1,0,2,0.1,1239,67,361,693,194,12,1239,33,14,42.4,14,42.4,687,3783,1714,24,22,2,27,15,830,18,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Harry Amass,eng ENG,DF,Manchester United,eng Premier League,17.0,2007.0,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.02,9,7,23,3,0,0.0,0.78,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,149,181,82.3,1920,387,0,0.0,0.1,0.0,1,5,0,0,7,150,31,2,0,0,9,29,0,0,0,0,149,6,2,5,1,0,8,25.0,6,11,1,10,2,8,11,0,8,2.08,7,0,0,1,0,0,0,0.0,250,13,82,88,84,5,250,8,3,37.5,4,50.0,132,705,376,9,6,2,18,5,124,23,0,0,0,2,4,1,9,2,2,0,0,0,26,7,6,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18.0,2006.0,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.29,1,0,3,1,0,0.0,3.21,0.0,0.0,0.0,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,8,9,88.9,107,13,0,0.1,0.1,-0.1,1,0,1,1,0,8,1,0,0,0,2,0,1,0,0,0,8,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,2,6.43,1,0,0,0,1,0,0,0.0,16,0,5,5,7,1,16,4,0,0.0,3,75.0,11,98,68,1,0,1,0,2,11,3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,69,30,0,0.0,0.0,0.0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,9,1,2,4,3,0,9,0,0,0.0,0,0.0,7,25,5,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.04,1,4,1,1,1,100.0,1.0,1.0,0.0,0.0,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0,61,83,73.5,1227,526,0,0.0,0.0,0.0,0,9,1,0,4,81,2,1,0,0,1,0,1,0,0,0,61,1,1,1,0,0,2,50.0,1,0,0,0,0,1,7,0,1,1.0,1,0,0,0,0,0,0,0.0,93,14,38,50,5,0,93,0,0,0.0,0,0.0,49,189,103,1,1,0,0,1,67,1,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,1996.0,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,0.0,0.05,16,112,2,19,4,21.1,0.66,0.14,0.0,0.0,15.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0,1654,2000,82.7,36471,14436,0,0.5,0.5,-0.5,4,196,6,3,112,1891,102,81,0,35,12,9,0,0,0,0,1654,27,18,20,6,1,24,62.5,9,37,28,9,34,61,188,1,35,1.23,27,1,0,7,0,0,2,0.07,2336,340,1233,1013,102,22,2336,6,4,66.7,0,0.0,1350,6505,3435,16,14,1,6,3,1621,2,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,21.0,2002.0,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,0.26,0.18,52,143,94,40,7,17.5,1.32,0.23,0.05,0.29,18.8,0,0,0,2.1,2.1,0.05,-0.1,-0.1,1085,1386,78.3,17458,5922,6,3.3,3.6,2.7,37,121,19,2,143,1292,85,26,7,4,86,2,48,17,28,0,1085,92,56,54,29,9,111,43.2,63,48,9,39,31,123,76,4,87,2.87,43,20,7,8,4,5,10,0.33,1831,102,424,890,547,72,1831,75,36,48.0,30,40.0,932,5071,2366,52,32,21,60,49,1088,94,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,André,br BRA,MF,Wolverhampton Wanderers,eng Premier League,23.0,2001.0,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,0.0,0.05,10,109,11,10,1,10.0,0.36,0.04,0.0,0.0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1247,1342,92.9,19660,5471,0,0.8,0.7,-0.8,18,111,5,0,109,1308,32,28,5,15,0,2,0,0,0,0,1247,91,55,41,41,9,63,58.7,26,42,8,34,37,128,30,1,49,1.78,41,3,1,0,0,4,3,0.11,1623,89,439,1046,155,3,1623,32,16,50.0,12,37.5,912,3764,1688,10,17,0,30,21,1093,11,7,0,0,36,34,0,0,37,55,0,1,0,194,2,6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,34.0,1990.0,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,0.22,0.41,29,18,59,19,4,21.1,2.05,0.43,0.05,0.25,12.6,0,0,0,2.2,2.2,0.12,-1.2,-1.2,114,188,60.6,2183,424,1,1.6,0.9,-0.6,9,11,6,2,18,175,11,0,3,6,25,7,0,0,0,0,114,2,2,0,1,1,3,66.7,1,6,0,6,0,2,2,0,22,2.37,14,0,1,5,1,1,4,0.43,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
